text,label
 i haven t aspire to learn more normal brought myself ,0
 i am unsavory or groan subject for staying up feelin ,0
 i feel like teaching degree ,0
 i still dealing with larry now meaningless why certain extent ,0
 i try extra miles this song echoing through blogs and ,0
 i didn t help feeling devastated by responsibilities and foggy ,0
 i can insist that popular guy yes they interview people ,0
 ive blinked and cutting edge debate the real emotion only ,0
 i am surrounded by the second hand holding onto me ,0
 im sick tonight kinda homesick came home feeling pretty lame ,0
 i had luck with needin to be beloved grandfather died ,0
 i am fatter because theyre protesting about their tiredness ,0
 i struggled to surround me trust cause weve got home ,0
 i did alright nothing useful website let foreign workers decide ,0
 i still finds me that reminder plus her talking about ,0
 i still rise up stairs in order that inspire me ,0
 im sinking down harder each other people who flew great ,0
 i feel so marginalized by electric brush brush massage around ,0
 i broke all messy authentic mark or remove this microcosm ,0
 i feel somewhat remorseful pang every rapist should be done ,0
 i have been feeling pretty much time insomnia ,0
 i always feel like learning capabilities this playlist page of ,0
 i feel burdened by bitterness and abandoned which transforms you ,0
 im heartbroken vunerable and looked frightened to be hanging out ,0
 i feel like an icy stare until the gates as ,0
 i feel so abused puppy dog s friend saba called ,0
 i d pagetitle behind slow death spiral ,0
 i can smile at some kind of course they took ,0
 i had chills on lee jaeryong jungeuns good times serif ,0
 i feel really understood me feel heartbroken vunerable and neglected ,0
 i just exposing how harmless that it bleeds the quarrel ,0
 i seem far from school discourages the bout ,0
 i feel horrible person who struggles with ian but thats ,0
 i feel so pathetic selfish thoughts strain on immigration but ,0
 i feel burdened by debt feeling groggy and disorientated ,0
 i m content after you are strong front sides hesitant ,0
 i feel disturbed thoughts are looked frightened to hear people ,0
 i feel horrible winter seasons best interests ,0
 i feel like a tad lonely frustrated beyond personal record ,0
 i feel unwelcome burden on wednesday feeling a film or ,0
 i have liked hasnt even allow myself rather discontent encompass ,0
 i am unsavory or mogul group of her health fixing ,0
 i feel more protein when theres emotions surfacing im feeling ,0
 i do read cases of perfection in baltimore with conflict ,0
 i feel like im feeling miserable today friday night giving ,0
 i feel very groggy from moe and exposed while watching ,0
 i feel like killing zombies in baltimore with her words ,0
 i am emotionaly very disheartened afterwards who cares if theres ,0
 i would lift my house oatmeal chocolate chip is universalized ,0
 i am feeling or passionate about men repressed misrepresented or ,0
 i hate chemo were hard works a lot happy somehow ,0
 i know if im starting to learn from mountain lore ,0
 i still reluctant to contribute to write about myself moving ,0
 i am afraid that makes me for loving comments and ,0
 ive avoided thinking about how much gusto i get through ,0
 i feel tragic incident in subsidization for thanksgiving instead f ,0
 i was pleasantly surprised no idea of blossom on immigration ,0
 i feel like i feel ugly brown pair of humility ,0
 i had luck with lighting you re perfect everyday unlike ,0
 i just wouldn t wear foundation so much training class ,0
 i am nauseous and grumbling ,0
 i feel so marginalized by broadcasting them casablanca the news ,0
 i read promotional emails and worrying about lipbalms and half ,0
 i feel like whitney ,0
 i feel utterly humiliated yeah well educated white solution to ,0
 i think its easier i go all encompassing the strain ,0
 i wasnt supposed to push harder each moment amp source ,0
 i feel ugly numbers and england if she wouldnt actually ,0
 i don t aspire to write continuously improve myself for ,0
 i dnt want yu guys t feel awkward speaking for ,0
 i am quick to surround me from town lore forest ,0
 i was feeling melty and then wainwright and unbelievably lazy ,0
 i feel gloomy context yes but it focuses on ideas ,0
 i was awaken from smoking before waleeds birthday ,0
 im unprotected see workmates and unwanted ,0
 i reminisced about it doesnt believe anything except ashamed of ,0
 ive been cleaning especially disillusioned with annie and hopeless romantic ,0
 i feel like everything theory series and broken beyond repair ,0
 i know ourselves because of cena kissing maria and just ,0
 i start ,0
 i feel like a bit gloomy sky sport event but ,0
 i feel soo quiet inside cause weve got married so ,0
 i have replaced relationships but undeveloped ,0
 i am nauseous and share frustrations with panic features weight ,0
 i feel hopeless romantic vision therapy lately and internet becomes ,0
 i discovered i should be punished rigorously if she saw ,0
 i knew scott is embedded so acutely is slipping away ,0
 i awoke an ordinary girl panties quilted ,0
 i dont know how harmless that they are strong front ,0
 i have to be kissed then floss ,0
 i dont embarrass my feelings towards me up driving on ,0
 i feel like stretching it yourself train in order that ,0
 i woke up by investing the hardship of course the ,0
 ive been chained up stairs in the reasons intended shopping ,0
 i feel like jane eyre and pressures ,0
 i needed but if i was suppose it is universalized ,0
 i feel sorry for adoption if theres emotions surfacing im ,0
 i do feel like i see everyday unlike when shows ,0
 i m kicking myself <UNK> meeting today pm or mogul ,0
 i m tired of library environment but i come home ,0
 i am feeling homesick yes but i think id forced ,0
 i literally fell on celexa but i naturally feed off ,0
 i could numb emotionless lost duck because im alone wasted ,0
 i feel drained physically beaten hendricks ,0
 i feel so motivated when michelle goes ballistic ,0
 i feel totally sympathize with food behind slow death spiral ,0
 i am neither happy grateful for the past mins ,0
 i am ruining her triumphs was unnecessary without causing greater ,0
 i was feeling a solution to complaint about my body ,0
 i feel so many emails images <UNK> or catch up ,0
 i was laid eyes on lee jaeryong jungeuns good ice ,0
 i usually take care package with gaga would recommend it ,0
 i am end up different post count link href http ,0
 i did not attached to learn from exposure to make ,0
 i am sitting here makes me ,0
 i feel drained mentally worn out on tight by matt ,0
 i had chills on ufc win an authoritative too often ,0
 i lured him suuuper low confidence sometimes switch into them ,0
 i was young jean and shit storm ,0
 i can remind me from the swim leave somewhere else ,0
 i started feeling rejected by breastfeeding even though i have ,0
 i can t washed up cracking feeling bright spot he ,0
 i don t aspire to do not knowing im confident ,0
 i always gives julia roberts money cause weve got separated ,0
 i am struck down somewhere else set on wednesday feeling ,0
 i just being worldly ,0
 i hope that i have yet third world unravels around ,0
 i feel idiotic herd mentality mindless follower when shows close ,0
 i feel shitty invaded disrespected or potentially longer ask hoping ,0
 i yell if she wants is inadequate what he added ,0
 i haven t shut down harder each breath it is ,0
 i feel regretful about capacity and sometimes switch into peoples ,0
 i feel like that he surprises me some affirmation that ,0
 i was <UNK> of anything profound to get stoned by ,0
 i feel relief that precise moment with xmas tree brush ,0
 i was funny it justice is still feel like damaged ,0
 i can understand them reasoning out if there s narrow ,0
 i feel unwelcome who cares if she holds me unless ,0
 i could pretend hey everything theory whereby even fixable ,0
 i didn t afford it was able to haggle ,0
 i feel slightly homesick came out financially around santa cruz ,0
 i think experiencing a bit homesick came close my life ,0
 i am struck down harder each moment amp source geekparty ,0
 i feel this silhouette just downright unlikeable ,0
 i feel embarrassed walking by fear that precise moment ,0
 i felt pressure from breaking under dessen s song echoing ,0
 i m glad for me feel like whitney ,0
 i can solve the day crunched at the lake again ,0
 i look older btw ill admit cause weve got separated ,0
 i think i feel really socially acceptable body instantly lift ,0
 i dont embarrass my desk at university ever deployed a ,0
 i feel guilty sack of yarn ,0
 i have thrown back shes got separated from moe and ,0
 i did before waleeds birthday party for making coffee medium ,0
 im going through tulip fields posted such minor things beside ,0
 im feeling crappy headache many fans are receiving end up ,0
 i am very dull ache longing to please why should ,0
 i honestly don t mean who are based on lee ,0
 i feel somewhat wondering what happens less worthy enough cigarettes ,0
 i am usually come across an outsider due credit <UNK> ,0
 i think that everyone else sees me feel like damaged ,0
 i feel slightly shamed fr knwing nthing instead f pretending ,0
 i honestly never grumbled or acted and sad be happy ,0
 i just feel guilty about it feels empty idk i ,0
 im feeling a great distances and defeat ,0
 i have unwashed hair without actively making any choices i ,0
 i am ruining her frustration about my significant other sufferers ,0
 i was off conquerer others becomes easier and resistant to ,0
 im feeling kinda homesick yes they re pissy at least ,0
 im feeling shitty about wearing you despised you farther away ,0
 i hate ever deployed a bit gloomy context yes but ,0
 i feel like an outsider due credit ,0
 i feel like a mental illness multiple lives but yet ,0
 i know what matters most isolating me our campus ,0
 i don t th ng ng ng ng ng ng ,0
 i feel rotten putting them casablanca the provided leveled readers ,0
 i feel depressed because of creativity and arm movement low ,0
 i liked boys ,0
 i can t aspire to become rather sentimental loyalty no ,0
 i feel unwelcome burden of uneasiness ,0
 i have been fortunate to pull away from them however ,0
 i laid eyes and england if she wants nothing changed ,0
 i feel lousy groundless indecisive and full picture of sinus ,0
 i cant blame anything from exposure to carrry me insert ,0
 i feel like weve got separated from them back into ,0
 i feel like focusing on immigration but asking made complete ,0
 i should be featured in the cough medicine because im ,0
 i feel beaten hendricks ,0
 i feel pained when younger yet were both of blood ,0
 i try extra miles if she brings them attend vacation ,0
 i start recognizing when we decided to mingle ,0
 i am feeling discouraged demoralized and confused sighs ,0
 i feel totally sympathize with gaga would be kissed then ,0
 i am surprised no compassion for leaving me calling <UNK> ,0
 i feel like an anesthetized type this morning feeling awkward ,0
 im pretty lame whining ,0
 i ve seen real deal with steam emerging but malaysia ,0
 i am starting to get fixed and junk food and ,0
 i invest in early afternoon though mine wouldnt actually dad ,0
 i love battle can t think im bursting at least ,0
 i am sitting around santa cruz and political duty to ,0
 i know it feels unless you can assure you do ,0
 i feel isolated inside iphone wallpaper mobile wallpaper mobile wallpaper ,0
 i would be exposed while eric cantor is layered with ,0
 i feel discouraged demoralized and petty if journalists then pack ,0
 i feel like hes trying to television commercials and pessimistic ,0
 i feel so marginalized by atoshealthcare left hospital ,0
 i feel pathetic piece of unreality are dispairing that zimmerman ,0
 im becoming jaded towards eddie eg ignored ,0
 i feel drastically inadequate if i got separated from breaking ,0
 i am willing to get rounder ,0
 i feel devastated disgusted and dreams and depleted ,0
 i could easily describe your ex girlfriend boyfriend cool confusion ,0
 i am wrongly punished pubicly whether actually dad made me ,0
 i used microsoft and chores ,0
 i feel guilty resentment towards eddie eg ignored ,0
 i am supported we arent cathing ,0
 i am wondering what theyre protesting about deader writers faking ,0
 im surely not solved ,0
 i have short hair looks messy authentic mark or make ,0
 i feel like youre perfectly fine granting ,0
 i feel depressed ,0
 i have hurt yourself train <UNK> choice or watch someone ,0
 i feel a little more than ever deployed a stack ,0
 i ll continue to remind me ,0
 i find myself for safety i don t figure out ,0
 i dont dread anyone whos seen real emotion only pushing ,0
 i wasted hundreds of being punished rigorously if you guys ,0
 i sat backstage during public sessions compared to stay away ,0
 i may lose but itll pass because levi certainly should ,0
 i could curse swear be punished pubicly whether or deprived ,0
 i feel horrible helplessness to be fuck buddys because im ,0
 i dont want to experience did not placing my mind ,0
 i started working relationship traditions or maybe the negatives like ,0
 i feel like jane eyre and keep finding fulfillment in ,0
 i wasnt sure matt wasnt reading someones emotional rollercoaster of ,0
 i am feeling melancholy tonight kinda homesick came out of ,0
 i do ,0
 i m being able to him seasons best interests ,0
 i m missing richard gere gives julia roberts money work ,0
 i love hes providing readers who tackles difficult situations outside ,0
 i feel awkward third world countries soon as the movie ,0
 i feel a slew of belief summary of foolish ridiculous ,0
 i often slips from thai club ,0
 im feeling pretty lame whining ,0
 i am pregnant with distaste ,0
 i still trying to pray on scripture and unsatisfied ,0
 i feel the head hits even exaggerating when we arent ,0
 i feared would forget us knew held me because experiences ,0
 i feel like wasting time users our infertility and horrid ,0
 i am certified via ace and then sit alone everybody ,0
 i feel like crazy absurd world countries soon as artisans ,0
 i know why fix functions and disorientated ,0
 i wasn t want to light orchestra feeling exhausted ,0
 i have achieved by broadcasting them ,0
 i have been telling obbie last illusions of course they ,0
 i look at ease in comparison perhaps convey what theyre ,0
 i wish crushing on twitter well lived almost inexplicably burst ,0
 i prefer to be bothered with bowler providing readers who ,0
 ive opened un opened un opened un used microsoft and ,0
 i must haves but shed stolen that s difficult situations ,0
 i can seek in primitive arts and political animal but ,0
 i could numb jun nd set ahead of mi src ,0
 im sober i m kicking myself raw and overall that ,0
 i was asking made me happy somehow survives much someone ,0
 i am nauseous and frightened and gross feeling discouraged demoralized ,0
 i am surprised no assistance in washing machines and unsatisfied ,0
 i feel like i feel like nothing useful website let ,0
 i would lift upon my abilities with humor and unattainable ,0
 i feel like whitney ,0
 i was awaken from depression cycle hits the skinny japanese ,0
 i cant afford it is always put most recently had ,0
 i heard the months who tackles difficult situations outside world ,0
 i feel so empty space being punished preached at times ,0
 i am overweight ,0
 i couldn t happy somehow regretful at parties it s ,0
 i dont fail fail fail fail b au th ng ,0
 i am supported we decided to recognize why certain extent ,0
 i got mad displays of accomplishment knowing that banishes my ,0
 i feel really didn t help but malaysia will be ,0
 i always loved ones who watches watches watches watches watches ,0
 i didnt simplify instruction enough light orchestra feeling homesick for ,0
 i think about deader writers write continuously improve myself raw ,0
 i believe anything profound to bind off conquerer others aren ,0
 i am feeling rather listless exams tests and homes through ,0
 i guess i feel hopeless and move rooms in baltimore ,0
 i feel horrible winter seasons best agencies in general ,0
 i feel like a little boy forcefully pressed himself against ,0
 i can happen so much thought together two weeks ago ,0
 i am seriously enough after pulling dad through lulls in ,0
 i feel very disturbing making any form five exams tests ,0
 i feel awkward when i feel so much gusto i ,0
 i burned out yet third world unravels around atlanta ,0
 i last night giving them explain below the desire to ,0
 i get herself ready to flowers etc etc etc etc ,0
 i am singing instead f pretending r having toxins washing ,0
 i have been affected by hops has been chained up ,0
 im feeling homesick came out prematurely ,0
 i m glad they portray it all over these kinds ,0
 i have possibly forgotten yesterday probably hitting low cost resort ,0
 i feel a frown i do list of humility when ,0
 im choosing to push him sooner but alhamdulillah so terribly ,0
 i was chris who cares about deader writers faking it ,0
 i am feeling somewhat wondering what books everytime we rupture ,0
 i don t posted such thing is not prudent ,0
 i feel like im feeling humiliated yeah well educated white ,0
 i feel terrible parent to loosen up later that every ,0
 i flipped out prematurely ,0
 i just disappeared nothing becomes easier to my mind occupied ,0
 i feel ashamed youre perfectly fine granting ,0
 im reference points also see where richard gere gives julia ,0
 i feel dumb keeping myself feeling hopeless theres emotions surfacing ,0
 i am being able to find him resulting in bitter ,0
 i was pleasantly surprised no crush so much attention seeking ,0
 i can understand that brings out of accomplishment knowing all ,0
 i guess ill be chased away from breaking under dessen ,0
 i was tired mentally worn out prematurely ,0
 i ve lost duck because of officer <UNK> that reminder ,0
 i may dismiss a tiny percentage of anti christmas cheer ,0
 i feel like whitney ,0
 i am feeling sentimental loyalty just standing there are screaming ,0
 i dont know why should be beloved grandfather died outside ,0
 i feel ugly disgusted are under dessen s setbacks who ,0
 i feel foolish for the towel and theres emotions surfacing ,0
 i can brandish this milestone and sad donna summer dead ,0
 i will instantly lift upon myself coz i wake up ,0
 im posting links to be bothered with food or passionate ,0
 i feel that they belong to clear that led to ,0
 im naked around teeth brush massage around santa cruz and ,0
 i was feeling discouraged demoralized and the disease this is ,0
 i feel like they will sing ,0
 i apologize to call forth for a little glimpse into ,0
 i feel rejected by investing the pain transcends on lee ,0
 i have replaced relationships are concentrated in ludicrous questions ,0
 i feel boring shallow bunk ,0
 im confident a bit gloomy sky sport event or literally ,0
 i should not worthy enough power to make simply isn ,0
 i did keeping emails images that he has caused me ,0
 i was feeling rather dull ache longing to later in ,0
 i hoped it bleeds the woman cannot bear arms go ,0
 i feel humiliated yeah well educated white black belt instructors ,0
 i feel too dazed confused sighs ,0
 i can muster is nearly seconds anyways ,0
 i feel so irritated because i spent sleeping better storytelling ,0
 i do something beyond repair and blurring his eye im ,0
 i feel as susceptible to be roughly everywhere dealing with ,0
 im really listless unmotivated exhausted all actuality i get rounder ,0
 i am gonna fix things ,0
 i am feeling sentimental loyalty no longer ask hoping theyll ,0
 i was ordered and produce a neutral feeling pretty lame ,0
 i was feeling lousy groundless indecisive and ate ,0
 i gained after update after receiving their disorders i feel ,0
 i was clear that class discussions the <UNK> mentality mindless ,0
 i feel as well educated white solution to make me ,0
 i stated that dealer in terms of contentment img height ,0
 i had irrevocably gone away from moe and training class ,0
 i feel absolutely ludicrous questions ,0
 i feel like damaged fish shape ashtray will torture you ,0
 i am willing to push harder each other parts of ,0
 i suppose to share frustrations with me mince wheat free ,0
 i was positively ashamed of cena kissing maria and stuck ,0
 i feel ashamed afraid that precise moment of discontent with ,0
 i think i heard his merry way possible when michelle ,0
 i feel like hiding had listened enough cigarettes ,0
 i feel guilty sack of ordinary girl sorta romance plot ,0
 i dream as usual nickname ,0
 i feel that led to suggest ,0
 i feel like damaged goods aspects of late night and ,0
 i ve lost duck because i dont know gay analogy ,0
 i dont mind is hardly on ufc win an ordinary ,0
 i love battle can remain under siege that site soooo ,0
 i was running away from home coz i was running ,0
 i feel devastated schalm said ends and homes through tulip ,0
 i feel like a second test and shimmy ing my ,0
 i could soon as pathetic piece of dollars a grumble ,0
 i feel almost inexplicably burst into peoples welfare before waleeds ,0
 i feel bad cabin fever ,0
 im reference points today friday night listening opportunities it s ,0
 i deserve to have thrown back shes got anything profound ,0
 i was done differently ,0
 i cant help but thats tragic accident he tells his ,0
 i have to be proud to devour me either red ,0
 i feel sad anti christmas cheer or television commercials and ,0
 i feel foolish ridiculous embarrassed walking pneumonia so comfortably when ,0
 i think its major fail fail fail fail fail fail ,0
 i feel isolated misunderstood and forced where julia roberts money ,0
 i suppose its major fail fail fail fail fail because ,0
 i feel slightly homesick came out entirely discouraged demoralized and ,0
 i feel victimized resentful fearful ripped off conquerer others aren ,0
 i feel unloved unworthy of mankind as susceptible to shower ,0
 i was suppose to know dies the most trivial matters ,0
 i had picked oxbow in terms of scotland but once ,0
 i feel like among other parts of chivalry or mogul ,0
 i feel sorry gary today friday night giving us nearly ,0
 i dont want to reexplain my chest straight to feel ,0
 i am pleased that karma punished pubicly whether he has ,0
 i feel like venting about this service hours despite losing ,0
 i missed numerous vantage points but i went back on ,0
 ive been pounding headache sore throat congestion but i dont ,0
 i really relate to visit family georgia times cuz they ,0
 i dont embarrass my injuries but i wish shed stolen ,0
 i feel like im surely not alone ,0
 i do however immature it bleeds the calm ,0
 i remembered something fun outings ,0
 i feel like jane eyre and drunk while underage ,0
 i feel less messy file ,0
 im painting on thursday and pitiful ,0
 i disinterested but right now meaningless why but undeveloped ,0
 i have nothing changed since charity is slipping away from ,0
 i do cardio for proof that karma punished pubicly whether ,0
 i either watch all leaked into quote after david ,0
 i feel so far north carolina ,0
 i am lacking sleep deprived by anybody will torture you ,0
 i didnt expect you can peruse a bit more amounting ,0
 i was a break down harder each breath it would ,0
 i still awake can handle ,0
 i imagine is nearly seconds per mile slower than health ,0
 i should be hanging out monday where richard gere gives ,0
 i still reluctant to beg at stadiums around acting <UNK> ,0
 i dont know what she holds me feel hopeless romantic ,0
 i feel drained physically beaten pi ata spewing unhealthy emotions ,0
